cnt,count_season,dayofweek,dteday,holiday,hour,hr,hum,mnth,season,temp_PCA,weathersit,weekday,windspeed,workingday,year,year_season
2.833213344056216,56.0,5,2011-01-01,0,0,-1.670003982455765,0.9473724999661597,1,1,-1.231470624279709,1,6,-0.24008619666704767,0,2011,2011.1
3.713572066704308,56.0,5,2011-01-01,0,0,-1.5253742192558073,0.8955386933154696,1,1,-1.3288059765991176,1,6,-0.24008619666704767,0,2011,2011.1
3.4965075614664802,56.0,5,2011-01-01,0,0,-1.3807444560558495,0.8955386933154696,1,1,-1.3288059765991176,1,6,-0.24008619666704767,0,2011,2011.1
2.6390573296152584,56.0,5,2011-01-01,0,0,-1.2361146928558915,0.6363696600620191,1,1,-1.231470624279708,1,6,-0.24008619666704767,0,2011,2011.1
0.6931471805599453,56.0,5,2011-01-01,0,0,-1.0914849296559337,0.6363696600620191,1,1,-1.231470624279708,1,6,-0.24008619666704767,0,2011,2011.1
0.6931471805599453,56.0,5,2011-01-01,0,0,-0.9468551664559759,0.6363696600620191,1,1,-1.3098220128577365,2,6,-1.2519325032385995,0,2011,2011.1
1.0986122886681098,56.0,5,2011-01-01,0,0,-0.8022254032560181,0.8955386933154696,1,1,-1.3288059765991176,1,6,-0.24008619666704767,0,2011,2011.1
1.3862943611198906,56.0,5,2011-01-01,0,0,-0.6575956400560602,1.2065415332196097,1,1,-1.4258827434776766,1,6,-0.24008619666704767,0,2011,2011.1
2.1972245773362196,56.0,5,2011-01-01,0,0,-0.5129658768561024,0.6363696600620191,1,1,-1.231470624279708,1,6,-0.24008619666704767,0,2011,2011.1
2.70805020110221,56.0,5,2011-01-01,0,0,-0.3683361136561445,0.6882034667127092,1,1,-0.8426463858837702,1,6,-0.24008619666704767,0,2011,2011.1
3.6109179126442243,56.0,5,2011-01-01,0,0,-0.22370635045618667,0.6882034667127092,1,1,-0.5511574998072427,1,6,0.4002857436522538,0,2011,2011.1
4.04305126783455,56.0,5,2011-01-01,0,0,-0.07907658725622882,0.9473724999661597,1,1,-0.7658906422732699,1,6,0.7013297752307827,0,2011,2011.1
4.442651256490317,56.0,5,2011-01-01,0,0,0.06555317594372903,0.7400372733633993,1,1,-0.35674538060927374,1,6,0.7013297752307827,0,2011,2011.1
4.553876891600541,56.0,5,2011-01-01,0,0,0.21018293914368688,0.4808682401099487,1,1,-0.16233326141130494,2,6,0.8513483729070389,0,2011,2011.1
4.672828834461906,56.0,5,2011-01-01,0,0,0.3548127023436447,0.4808682401099487,1,1,-0.16233326141130494,2,6,0.7013297752307827,0,2011,2011.1
4.709530201312334,56.0,5,2011-01-01,0,0,0.49944246554360255,0.7400372733633993,1,1,-0.2594100282898636,2,6,0.8513483729070389,0,2011,2011.1
4.543294782270004,56.0,5,2011-01-01,0,0,0.6440722287435604,0.9992063066168493,1,1,-0.35674538060927374,2,6,0.8513483729070389,0,2011,2011.1
4.219507705176107,56.0,5,2011-01-01,0,0,0.7887019919435182,0.9992063066168493,1,1,-0.2594100282898636,2,6,0.7013297752307827,0,2011,2011.1
3.58351893845611,56.0,5,2011-01-01,0,0,0.9333317551434761,1.31020914652099,1,1,-0.35674538060927374,3,6,0.4002857436522538,0,2011,2011.1
3.6375861597263857,56.0,5,2011-01-01,0,0,1.077961518343434,1.31020914652099,1,1,-0.35674538060927374,3,6,0.4002857436522538,0,2011,2011.1
3.6109179126442243,56.0,5,2011-01-01,0,0,1.2225912815433917,1.2583753398703,1,1,-0.45382214748783245,2,6,0.4002857436522538,0,2011,2011.1
3.5553480614894135,56.0,5,2011-01-01,0,0,1.3672210447433497,1.2583753398703,1,1,-0.45382214748783245,2,6,-0.200795483278788,0,2011,2011.1
3.367295829986474,56.0,5,2011-01-01,0,0,1.5118508079433075,1.62121198642513,1,1,-0.45382214748783245,2,6,0.10024854829974054,0,2011,2011.1
3.6888794541139363,56.0,5,2011-01-01,0,0,1.6564805711432653,1.31020914652099,1,1,-0.16233326141130494,2,6,0.8513483729070389,0,2011,2011.1
2.8903717578961645,56.0,6,2011-01-02,0,0,-1.670003982455765,1.31020914652099,1,1,-0.16233326141130494,2,0,0.8513483729070389,0,2011,2011.1
2.8903717578961645,56.0,6,2011-01-02,0,0,-1.5253742192558073,1.62121198642513,1,1,-0.2594100282898636,2,0,0.4002857436522538,0,2011,2011.1
2.302585092994046,56.0,6,2011-01-02,0,0,-1.3807444560558495,1.9322148263292707,1,1,-0.35674538060927374,2,0,0.7013297752307827,0,2011,2011.1
1.9459101490553132,56.0,6,2011-01-02,0,0,-1.2361146928558915,1.62121198642513,1,1,-0.16233326141130494,2,0,-0.200795483278788,0,2011,2011.1
1.3862943611198906,56.0,6,2011-01-02,0,0,-1.0914849296559337,1.62121198642513,1,1,-0.16233326141130494,2,0,-0.200795483278788,0,2011,2011.1
1.0986122886681098,56.0,6,2011-01-02,0,0,-0.8022254032560181,0.7400372733633993,1,1,-0.35674538060927374,3,0,0.8513483729070389,0,2011,2011.1
0.6931471805599453,56.0,6,2011-01-02,0,0,-0.6575956400560602,0.6882034667127092,1,1,-0.45382214748783245,2,0,-0.200795483278788,0,2011,2011.1
2.1972245773362196,56.0,6,2011-01-02,0,0,-0.5129658768561024,0.4290344334592586,1,1,-0.45382214748783245,3,0,0.10024854829974054,0,2011,2011.1
3.044522437723423,56.0,6,2011-01-02,0,0,-0.3683361136561445,0.6882034667127092,1,1,-0.5511574998072427,2,0,0.10024854829974054,0,2011,2011.1
3.9889840465642745,56.0,6,2011-01-02,0,0,-0.22370635045618667,0.9473724999661597,1,1,-0.7265856552638299,2,0,0.10024854829974054,0,2011,2011.1
4.2626798770413155,56.0,6,2011-01-02,0,0,-0.07907658725622882,0.4290344334592586,1,1,-0.7658906422732699,2,0,0.4002857436522538,0,2011,2011.1
4.543294782270004,56.0,6,2011-01-02,0,0,0.06555317594372903,0.16986540020580868,1,1,-0.7658906422732699,2,0,0.8513483729070389,0,2011,2011.1
4.330733340286331,56.0,6,2011-01-02,0,0,0.21018293914368688,0.16986540020580868,1,1,-0.7265856552638299,2,0,-0.8018767102098295,0,2011,2011.1
4.0943445622221,56.0,6,2011-01-02,0,0,0.3548127023436447,0.6882034667127092,1,1,-0.7265856552638299,3,0,-0.200795483278788,0,2011,2011.1
4.31748811353631,56.0,6,2011-01-02,0,0,0.49944246554360255,0.9473724999661597,1,1,-0.8239210075832399,3,0,-0.500832678631301,0,2011,2011.1
4.343805421853684,56.0,6,2011-01-02,0,0,0.6440722287435604,0.4290344334592586,1,1,-0.8239210075832399,3,0,-0.500832678631301,0,2011,2011.1
4.189654742026425,56.0,6,2011-01-02,0,0,0.7887019919435182,-0.2966388596504023,1,1,-0.8239210075832399,1,0,-0.200795483278788,0,2011,2011.1
3.9889840465642745,56.0,6,2011-01-02,0,0,0.9333317551434761,-0.8668107328079927,1,1,-0.7658906422732699,2,0,1.1523924044855678,0,2011,2011.1
3.4339872044851463,56.0,6,2011-01-02,0,0,1.077961518343434,-1.0741459594107532,1,1,-0.9993491630398271,1,0,2.3545548583476505,0,2011,2011.1
3.1354942159291497,56.0,6,2011-01-02,0,0,1.2225912815433917,-1.229647379362823,1,1,-1.0966845153592375,1,0,1.452429599838081,0,2011,2011.1
3.4657359027997265,56.0,6,2011-01-02,0,0,1.3672210447433497,-0.9704783461093729,1,1,-1.3301430361257947,1,0,1.1523924044855678,0,2011,2011.1
2.302585092994046,56.0,6,2011-01-02,0,0,1.5118508079433075,-0.9704783461093729,1,1,-1.4274783884452045,1,0,0.8513483729070389,0,2011,2011.1
2.1972245773362196,56.0,6,2011-01-02,0,0,1.6564805711432653,-0.8149769261573029,1,1,-1.4462037667457346,1,0,-0.500832678631301,0,2011,2011.1
1.791759469228055,56.0,0,2011-01-03,0,0,-1.670003982455765,-0.9704783461093729,1,1,-1.5245551553237633,1,1,1.452429599838081,1,2011,2011.1
1.0986122886681098,56.0,0,2011-01-03,0,0,-1.5253742192558073,-0.9704783461093729,1,1,-1.660936909211762,1,1,2.0535108267691227,1,2011,2011.1
0.6931471805599453,56.0,0,2011-01-03,0,0,-1.0914849296559337,-0.8149769261573029,1,1,-1.8553490284097311,1,1,1.7534736314166093,1,2011,2011.1
1.3862943611198906,56.0,0,2011-01-03,0,0,-0.9468551664559759,-0.8149769261573029,1,1,-1.8553490284097311,1,1,0.7013297752307827,1,2011,2011.1
3.4339872044851463,56.0,0,2011-01-03,0,0,-0.8022254032560181,-0.6594755062052325,1,1,-1.9917307822977297,1,1,1.7534736314166093,1,2011,2011.1
4.174387269895637,56.0,0,2011-01-03,0,0,-0.6575956400560602,-0.6594755062052325,1,1,-1.9133793937197012,1,1,-0.200795483278788,1,2011,2011.1
5.043425116919247,56.0,0,2011-01-03,0,0,-0.5129658768561024,-0.6594755062052325,1,1,-1.9526843807291407,1,1,0.7013297752307827,1,2011,2011.1
4.48863636973214,56.0,0,2011-01-03,0,0,-0.3683361136561445,-1.022312152760063,1,1,-1.8553490284097311,1,1,1.7534736314166093,1,2011,2011.1
3.8066624897703196,56.0,0,2011-01-03,0,0,-0.22370635045618667,-1.022312152760063,1,1,-1.7189672745217324,1,1,0.4002857436522538,1,2011,2011.1
3.9512437185814275,56.0,0,2011-01-03,0,0,-0.07907658725622882,-1.177813572712133,1,1,-1.621890507643174,1,1,1.1523924044855678,1,2011,2011.1
