cnt,dteday,holiday,hr,hum,mnth,season,temp_PCA,weathersit,weekday,windspeed,workingday
2.833213344056216,2011-01-01,0,-1.670003982455765,0.9473724999661597,1,1,-1.2314706242797138,1,6,-0.24008619666704767,0
3.713572066704308,2011-01-01,0,-1.5253742192558073,0.8955386933154696,1,1,-1.328805976599118,1,6,-0.24008619666704767,0
3.4965075614664802,2011-01-01,0,-1.3807444560558495,0.8955386933154696,1,1,-1.328805976599118,1,6,-0.24008619666704767,0
2.6390573296152584,2011-01-01,0,-1.2361146928558915,0.6363696600620191,1,1,-1.2314706242797078,1,6,-0.24008619666704767,0
0.6931471805599453,2011-01-01,0,-1.0914849296559337,0.6363696600620191,1,1,-1.2314706242797078,1,6,-0.24008619666704767,0
0.6931471805599453,2011-01-01,0,-0.9468551664559759,0.6363696600620191,1,1,-1.3098220128577363,2,6,-1.2519325032385995,0
1.0986122886681098,2011-01-01,0,-0.8022254032560181,0.8955386933154696,1,1,-1.328805976599118,1,6,-0.24008619666704767,0
1.3862943611198906,2011-01-01,0,-0.6575956400560602,1.2065415332196097,1,1,-1.4258827434776769,1,6,-0.24008619666704767,0
2.1972245773362196,2011-01-01,0,-0.5129658768561024,0.6363696600620191,1,1,-1.2314706242797078,1,6,-0.24008619666704767,0
2.70805020110221,2011-01-01,0,-0.3683361136561445,0.6882034667127092,1,1,-0.8426463858837703,1,6,-0.24008619666704767,0
3.6109179126442243,2011-01-01,0,-0.22370635045618667,0.6882034667127092,1,1,-0.5511574998072427,1,6,0.4002857436522538,0
4.04305126783455,2011-01-01,0,-0.07907658725622882,0.9473724999661597,1,1,-0.76589064227327,1,6,0.7013297752307827,0
4.442651256490317,2011-01-01,0,0.06555317594372903,0.7400372733633993,1,1,-0.3567453806092738,1,6,0.7013297752307827,0
4.553876891600541,2011-01-01,0,0.21018293914368688,0.4808682401099487,1,1,-0.16233326141130497,2,6,0.8513483729070389,0
4.672828834461906,2011-01-01,0,0.3548127023436447,0.4808682401099487,1,1,-0.16233326141130497,2,6,0.7013297752307827,0
4.709530201312334,2011-01-01,0,0.49944246554360255,0.7400372733633993,1,1,-0.2594100282898636,2,6,0.8513483729070389,0
4.543294782270004,2011-01-01,0,0.6440722287435604,0.9992063066168493,1,1,-0.3567453806092738,2,6,0.8513483729070389,0
4.219507705176107,2011-01-01,0,0.7887019919435182,0.9992063066168493,1,1,-0.2594100282898636,2,6,0.7013297752307827,0
3.58351893845611,2011-01-01,0,0.9333317551434761,1.31020914652099,1,1,-0.3567453806092738,3,6,0.4002857436522538,0
3.6375861597263857,2011-01-01,0,1.077961518343434,1.31020914652099,1,1,-0.3567453806092738,3,6,0.4002857436522538,0
3.6109179126442243,2011-01-01,0,1.2225912815433917,1.2583753398703,1,1,-0.45382214748783245,2,6,0.4002857436522538,0
3.5553480614894135,2011-01-01,0,1.3672210447433497,1.2583753398703,1,1,-0.45382214748783245,2,6,-0.200795483278788,0
3.367295829986474,2011-01-01,0,1.5118508079433075,1.62121198642513,1,1,-0.45382214748783245,2,6,0.10024854829974054,0
3.6888794541139363,2011-01-01,0,1.6564805711432653,1.31020914652099,1,1,-0.16233326141130497,2,6,0.8513483729070389,0
2.8903717578961645,2011-01-02,0,-1.670003982455765,1.31020914652099,1,1,-0.16233326141130497,2,0,0.8513483729070389,0
2.8903717578961645,2011-01-02,0,-1.5253742192558073,1.62121198642513,1,1,-0.2594100282898636,2,0,0.4002857436522538,0
2.302585092994046,2011-01-02,0,-1.3807444560558495,1.9322148263292707,1,1,-0.3567453806092738,2,0,0.7013297752307827,0
1.9459101490553132,2011-01-02,0,-1.2361146928558915,1.62121198642513,1,1,-0.16233326141130497,2,0,-0.200795483278788,0
1.3862943611198906,2011-01-02,0,-1.0914849296559337,1.62121198642513,1,1,-0.16233326141130497,2,0,-0.200795483278788,0
1.0986122886681098,2011-01-02,0,-0.8022254032560181,0.7400372733633993,1,1,-0.3567453806092738,3,0,0.8513483729070389,0
0.6931471805599453,2011-01-02,0,-0.6575956400560602,0.6882034667127092,1,1,-0.45382214748783245,2,0,-0.200795483278788,0
2.1972245773362196,2011-01-02,0,-0.5129658768561024,0.4290344334592586,1,1,-0.45382214748783245,3,0,0.10024854829974054,0
3.044522437723423,2011-01-02,0,-0.3683361136561445,0.6882034667127092,1,1,-0.5511574998072427,2,0,0.10024854829974054,0
3.9889840465642745,2011-01-02,0,-0.22370635045618667,0.9473724999661597,1,1,-0.7265856552638298,2,0,0.10024854829974054,0
4.2626798770413155,2011-01-02,0,-0.07907658725622882,0.4290344334592586,1,1,-0.76589064227327,2,0,0.4002857436522538,0
4.543294782270004,2011-01-02,0,0.06555317594372903,0.16986540020580868,1,1,-0.76589064227327,2,0,0.8513483729070389,0
4.330733340286331,2011-01-02,0,0.21018293914368688,0.16986540020580868,1,1,-0.7265856552638298,2,0,-0.8018767102098295,0
4.0943445622221,2011-01-02,0,0.3548127023436447,0.6882034667127092,1,1,-0.7265856552638298,3,0,-0.200795483278788,0
4.31748811353631,2011-01-02,0,0.49944246554360255,0.9473724999661597,1,1,-0.8239210075832397,3,0,-0.500832678631301,0
4.343805421853684,2011-01-02,0,0.6440722287435604,0.4290344334592586,1,1,-0.8239210075832397,3,0,-0.500832678631301,0
4.189654742026425,2011-01-02,0,0.7887019919435182,-0.2966388596504023,1,1,-0.8239210075832397,1,0,-0.200795483278788,0
3.9889840465642745,2011-01-02,0,0.9333317551434761,-0.8668107328079927,1,1,-0.76589064227327,2,0,1.1523924044855678,0
3.4339872044851463,2011-01-02,0,1.077961518343434,-1.0741459594107532,1,1,-0.9993491630398269,1,0,2.3545548583476505,0
3.1354942159291497,2011-01-02,0,1.2225912815433917,-1.229647379362823,1,1,-1.0966845153592373,1,0,1.452429599838081,0
3.4657359027997265,2011-01-02,0,1.3672210447433497,-0.9704783461093729,1,1,-1.3301430361257944,1,0,1.1523924044855678,0
2.302585092994046,2011-01-02,0,1.5118508079433075,-0.9704783461093729,1,1,-1.4274783884452047,1,0,0.8513483729070389,0
2.1972245773362196,2011-01-02,0,1.6564805711432653,-0.8149769261573029,1,1,-1.4462037667457348,1,0,-0.500832678631301,0
1.791759469228055,2011-01-03,0,-1.670003982455765,-0.9704783461093729,1,1,-1.5245551553237635,1,1,1.452429599838081,1
1.0986122886681098,2011-01-03,0,-1.5253742192558073,-0.9704783461093729,1,1,-1.660936909211762,1,1,2.0535108267691227,1
0.6931471805599453,2011-01-03,0,-1.0914849296559337,-0.8149769261573029,1,1,-1.8553490284097311,1,1,1.7534736314166093,1
1.3862943611198906,2011-01-03,0,-0.9468551664559759,-0.8149769261573029,1,1,-1.8553490284097311,1,1,0.7013297752307827,1
3.4339872044851463,2011-01-03,0,-0.8022254032560181,-0.6594755062052325,1,1,-1.9917307822977293,1,1,1.7534736314166093,1
4.174387269895637,2011-01-03,0,-0.6575956400560602,-0.6594755062052325,1,1,-1.9133793937197014,1,1,-0.200795483278788,1
5.043425116919247,2011-01-03,0,-0.5129658768561024,-0.6594755062052325,1,1,-1.9526843807291407,1,1,0.7013297752307827,1
4.48863636973214,2011-01-03,0,-0.3683361136561445,-1.022312152760063,1,1,-1.8553490284097311,1,1,1.7534736314166093,1
3.8066624897703196,2011-01-03,0,-0.22370635045618667,-1.022312152760063,1,1,-1.7189672745217321,1,1,0.4002857436522538,1
3.9512437185814275,2011-01-03,0,-0.07907658725622882,-1.177813572712133,1,1,-1.6218905076431736,1,1,1.1523924044855678,1
4.127134385045092,2011-01-03,0,0.06555317594372903,-1.4369826059655837,1,1,-1.4855087537551748,1,1,0.8513483729070389,1
4.127134385045092,2011-01-03,0,0.21018293914368688,-1.4369826059655837,1,1,-1.4274783884452047,1,1,0.7013297752307827,1
